Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
64,23.278234562600232,0.018940792972009953,23.274410958958693,0.018937681821772738,23.274410958958693,0.018937681821772738,0.0,0.0038236036415852936,23.274410958958693,0.018937681821772738,0.020964732225712268,0.017141128584126974,6.911745396825393e-05,0.018923734605674956,0.10336752035748198,1477,248,1229,0.2017900732302685,0
65,1.675882481706239,0.007071234100026325,1.671551213642713,0.00705295870735322,1.671551213642713,0.00705295870735322,0.0,0.004331268063461735,1.671551213642713,0.00705295870735322,0.012364137244414763,0.008032869180953028,2.3216384916049215e-05,0.007019064744564659,0.2992217664488681,583,346,237,1.459915611814346,0
66,4.417414080620334,0.01555427493176174,4.413590925355186,0.01554081311744784,4.413590925355186,0.01554081311744784,0.0,0.003823155265195055,4.413590925355186,0.01554081311744784,0.01879025078265606,0.014967095517461004,0.0002050287057186439,0.015488112076893233,0.05202585150213146,357,73,284,0.25704225352112675,0
67,1.5603487260881543,0.01514901675813742,1.5480838262695549,0.015029940060869464,1.5480838262695549,0.015029940060869464,0.0,0.01226489981862855,1.5480838262695549,0.015029940060869464,0.02556473006624671,0.01329983024761816,0.0008866553498412107,0.014900815495358327,0.00652535096402751,118,15,103,0.14563106796116504,0
68,24.266225327082957,0.0193974622918329,24.26334232809033,0.01939515773628324,24.26334232809033,0.01939515773628324,0.0,0.002882998992607355,24.26334232809033,0.01939515773628324,0.016314371335464983,0.013431372342857628,0.0005839727105590273,0.019384421227615904,0.07579960871173341,1274,23,1251,0.01838529176658673,0
69,1.5898206722010944,0.01528673723270283,1.5823203155605312,0.015214618418851262,1.5823203155605312,0.015214618418851262,0.0,0.007500356640592898,1.5823203155605312,0.015214618418851262,0.021456383154879077,0.01395602651428618,3.338762323991909e-05,0.015080425856213608,0.06232416661868179,522,418,104,4.019230769230769,0
70,1.771437923725772,0.015538929155489229,1.77016861412561,0.015527794860750966,1.77016861412561,0.015527794860750966,0.0,0.0012693096001967774,1.77016861412561,0.015527794860750966,0.05920144247176928,0.057932132871572506,5.9054161948595824e-05,0.015019618256614058,0.04739344277373014,1095,981,114,8.605263157894736,0
71,0.8543760853290543,0.01582177935794545,0.8459175949579318,0.015665140647369107,0.8459175949579318,0.015665140647369107,0.0,0.00845849037113311,0.8459175949579318,0.015665140647369107,0.024433905888592733,0.015975415517459624,0.00027543819857689004,0.015369299619267807,0.07783806617489653,112,58,54,1.0740740740740742,0
72,4.1031690191015215,0.015965638206620707,4.037094560188083,0.015708539144700714,4.037094560188083,0.015708539144700714,0.0,0.06607445891348362,4.037094560188083,0.015708539144700714,0.08681089665316577,0.020736437739682145,0.0013824291826454763,0.015627852616530567,0.04157144543303204,272,15,257,0.058365758754863814,0
73,1.0560494287016624,0.015761931771666602,1.0448117928968803,0.015594205864132541,1.0448117928968803,0.015594205864132541,0.0,0.0112376358047932,1.0448117928968803,0.015594205864132541,0.028304569036539107,0.017066933231745907,0.00014463502738767717,0.0153394755173899,0.07557326084837257,185,118,67,1.7611940298507462,0
74,49.10976777497628,0.022673022980136785,49.10469372863628,0.022670680391798835,49.10469372863628,0.022670680391798835,0.0,0.005074046340160621,49.10469372863628,0.022670680391798835,0.020687422543335998,0.015613376203175378,0.00016096264126984924,0.02266347200019988,0.06819433903126537,2263,97,2166,0.04478301015697138,0
75,0.872762306663244,0.0072730192221936996,0.868548562227992,0.007237904685233267,0.868548562227992,0.007237904685233267,0.0,0.0042137444352725595,0.868548562227992,0.007237904685233267,0.011253618060669268,0.007039873625396709,0.0005028481160997649,0.007179239071688122,0.00526558240554742,134,14,120,0.11666666666666667,0
76,3.2920821258627786,0.015903778385810526,3.284959290935203,0.015869368555242524,3.284959290935203,0.015869368555242524,0.0,0.007122834927608679,3.284959290935203,0.015869368555242524,0.030326312561442137,0.023203477633833458,5.4984544156003454e-05,0.01575727446039293,0.10061829929461119,629,422,207,2.0386473429951693,0
77,0.2518015512146654,0.016786770080977693,0.23453016622222206,0.015635344414814803,0.23453016622222206,0.015635344414814803,0.0,0.017271384992444183,0.23453016622222206,0.015635344414814803,0.03720240386228468,0.0199310188698405,7.092889277523309e-05,0.014306609823492049,0.046376444230421754,296,281,15,18.733333333333334,0
78,10.19518684867064,0.016963705239052645,10.188682703169151,0.01695288303355932,10.188682703169151,0.01695288303355932,0.0,0.006504145501420311,10.188682703169151,0.01695288303355932,0.022050430149040068,0.015546284647619757,0.0012955237206349797,0.01692701567141697,0.06154435085610288,613,12,601,0.019966722129783693,0
79,56.04237721600899,0.02268922154494291,56.03309380867659,0.022685463080435866,56.03309380867659,0.022685463080435866,0.0,0.009283407332357996,56.03309380867659,0.022685463080435866,0.02477653997997642,0.015493132647618424,0.0009683207904761515,0.022679190557096763,0.05663909915953802,2486,16,2470,0.006477732793522267,0
80,4.45824312049926,0.01592229685892593,4.457642980643009,0.01592015350229646,4.457642980643009,0.01592015350229646,0.0,0.0006001398562496263,4.457642980643009,0.01592015350229646,0.015396024656249452,0.014795884799999826,0.0016439871999999805,0.01586731105658218,0.025011673940086965,289,9,280,0.03214285714285714,0
81,0.11832925046955012,0.01690417863850716,0.10456234133333354,0.014937477333333364,0.10456234133333354,0.014937477333333364,0.0,0.013766909136219141,0.10456234133333354,0.014937477333333364,0.02906637138383772,0.015299462247618578,0.0008052348551378199,0.012751839869387485,0.06096336984383832,26,19,7,2.7142857142857144,0
82,1.4178034270479056,0.015753371411643395,1.408125366591631,0.015645837406573677,1.408125366591631,0.015645837406573677,0.0,0.009678060456275617,1.408125366591631,0.015645837406573677,0.025056366437228306,0.015378305980952689,0.0004960743864823448,0.015474967340118637,0.04662517930023036,121,31,90,0.34444444444444444,0
83,2.272691932936443,0.01600487276715805,2.2671342899093827,0.01596573443598157,2.2671342899093827,0.01596573443598157,0.0,0.005557643027088943,2.2671342899093827,0.01596573443598157,0.02085710527470752,0.015299462247618578,0.000764973112380929,0.015857991744096727,0.456209507257757,162,20,142,0.14084507042253522,0
85,44.86256626437657,0.023053733948806047,44.8578388071023,0.023051304628521223,44.8578388071023,0.023051304628521223,0.0,0.004727457274624314,44.8578388071023,0.023051304628521223,0.06984632838111793,0.06511887110649361,5.856013588713455e-05,0.02301784169372839,0.15148357622865483,3058,1112,1946,0.5714285714285714,0
86,6.514495626083129,0.01678993718062662,6.507939400002667,0.016773039690728523,6.507939400002667,0.016773039690728523,0.0,0.006556226080395078,6.507939400002667,0.016773039690728523,0.026387682131188583,0.019831456050793506,6.315750334647613e-05,0.016721927690597785,0.4909044100084916,702,314,388,0.8092783505154639,0
87,0.8655210599379473,0.017310421198758946,0.8618892075290041,0.017237784150580082,0.8618892075290041,0.017237784150580082,0.0,0.003631852408942038,0.8618892075290041,0.017237784150580082,0.06763362210591062,0.06400176969696858,5.792015357191727e-05,0.015957748756640733,0.14247672145558354,1155,1105,50,22.1,0
89,0.6318298642699514,0.009156954554636975,0.6284063976634903,0.009107339096572322,0.6284063976634903,0.009107339096572322,0.0,0.003423466606486514,0.6284063976634903,0.009107339096572322,0.013114743965216391,0.009691277358729877,3.589361984714769e-05,0.008966885801517898,0.028714606160290757,339,270,69,3.9130434782608696,0
90,15.377072142313606,0.019269513962799006,15.361381058045069,0.019249850949931164,15.361381058045069,0.019249850949931164,0.0,0.01569108426855692,15.361381058045069,0.019249850949931164,0.05767137368846953,0.04198028941991261,6.727610483960354e-05,0.019197244070958817,0.02322793167706294,1422,624,798,0.7819548872180451,0
91,0.5860235400391094,0.017758289092094225,0.5709345273073593,0.01730104628204119,0.5709345273073593,0.01730104628204119,0.0,0.015089012731744234,0.5709345273073593,0.01730104628204119,0.08002853531760223,0.064939522585858,6.722517866030849e-05,0.015333181961257793,0.18178359516435805,999,966,33,29.272727272727273,0
92,1.8345397925774662,0.015952519935456228,1.8327347818389612,0.01593682418990401,1.8327347818389612,0.01593682418990401,0.0,0.0018050107385008118,1.8327347818389612,0.01593682418990401,0.018608572846435578,0.016803562107934766,0.00013127782896824036,0.015790706258530702,0.12380629897578999,243,128,115,1.1130434782608696,0
93,1.211698883363571,0.016155985111514278,1.2102585500167402,0.01613678066688987,1.2102585500167402,0.01613678066688987,0.0,0.0014403333468564483,1.2102585500167402,0.01613678066688987,0.02246001062708558,0.021019677280229132,4.854428933078322e-05,0.015856518303153138,0.012684154702849781,508,433,75,5.773333333333333,0
94,1.8924405016802517,0.015902861358657577,1.883107559517461,0.015824433273255972,1.883107559517461,0.015824433273255972,0.0,0.009332942162785685,1.883107559517461,0.015824433273255972,0.028255080270721322,0.018922138107935638,8.156094012041224e-05,0.015665423709323785,0.013127068464299896,351,232,119,1.949579831932773,0
